Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,47.910000,52.119999,47.095001,50.167500,48.981728,2024470800
2019-05-01,52.470001,53.827499,43.747501,43.767502,42.733006,2957826400
2019-06-01,43.900002,50.392502,42.567501,49.480000,48.496521,2060874800
2019-07-01,50.792500,55.342499,49.602501,53.259998,52.201389,1895406800
2019-08-01,53.474998,54.507500,48.145000,52.185001,51.147762,2724326400
2019-09-01,51.607498,56.605000,51.055000,55.992500,55.088097,2170268400
2019-10-01,56.267502,62.437500,53.782501,62.189999,61.185486,2433210800
2019-11-01,62.384998,67.000000,62.290001,66.812500,65.733322,1793326000
2019-12-01,66.817497,73.492500,64.072502,73.412498,72.443558,2388794800
2020-01-01,74.059998,81.962502,73.187500,77.377502,76.356232,2934370400
2020-02-01,76.074997,81.805000,64.092499,68.339996,67.438011,3019279200
2020-03-01,70.570000,76.000000,53.152500,63.572498,62.882320,6280072400
2020-04-01,61.625000,73.632500,59.224998,73.449997,72.652588,3265299200
2020-05-01,71.562500,81.059998,71.462502,79.485001,78.622063,2805936000
2020-06-01,79.437500,93.095001,79.302498,91.199997,90.454079,3243375600
2020-07-01,91.279999,106.415001,89.144997,106.260002,105.390907,3020283200
2020-08-01,108.199997,131.000000,107.892502,129.039993,127.984581,4070061100
2020-09-01,132.759995,137.979996,103.099998,115.809998,115.069885,3885245100
2020-10-01,117.639999,125.389999,107.720001,108.860001,108.164307,2894666500
2020-11-01,109.110001,121.989998,107.320000,119.050003,118.289185,2123077300
2020-12-01,121.010002,138.789993,120.010002,132.690002,132.069473,2322189600
2021-01-01,133.520004,145.089996,126.379997,131.960007,131.342896,2240262000
2021-02-01,133.750000,137.880005,118.389999,121.260002,120.692924,1833855600
2021-03-01,123.750000,128.720001,116.209999,122.150002,121.760445,2650418200
2021-04-01,123.660004,137.070007,122.489998,131.460007,131.040756,1889857500
2021-05-01,132.039993,134.070007,122.250000,124.610001,124.212601,1711934900
2021-06-01,125.080002,137.410004,123.129997,136.960007,136.755112,1606590000
2021-07-01,136.600006,150.000000,135.759995,145.860001,145.641785,1918976500
2021-08-01,146.360001,153.490005,144.500000,151.830002,151.602859,1460744100
2021-09-01,152.830002,157.259995,141.270004,141.500000,141.500000,1797465800
2021-10-01,null,null,null,null,null,null
2021-10-01,141.899994,142.919998,139.110107,142.649994,142.649994,94639581
